Employee_ID,Department,Training_Program,Pre_Training_Score,Post_Training_Score,Feedback,Engagement (hrs),Sentiment_Score,Manager_Support_Rating,Learning_Style,Training_Difficulty,Trainer_Quality,Engagement_Support_Score,Score_Progress_Indicator,Training_Effectiveness,Motivation_Index,High_Performance,Improvement (%)
754,IT,Operations,61.38333085972458,63.26338898723021,Positive,11.47486857368896,0.7048876375273885,3,Visual,Hard,2,51.6511624887949,0.0,1.1648036109194797,2.1121190092123245,0,3.0628154275335833
755,HR,Sales,77.23163061014702,79.0,Positive,6.8294547163342845,0.9,3,Kinesthetic,Medium,4,36.38207225678168,0.0,2.699080435468558,3.863322415932969,0,2.2896957838161223
756,Marketing,Sales,75.86852800460518,100.0,Positive,7.0,0.8483596065466883,4,Kinesthetic,Easy,3,26.93328416870189,0.3176850799079276,4.869973377508085,3.19464533171046,1,31.806959525997456
757,IT,Tech,69.70275755065768,86.77125118573662,Negative,10.27335287841507,0.4714373293933461,3,Auditory,Medium,2,54.94607628797513,0.7555035314723422,2.865426622247989,3.1843774374494376,1,24.487544302209443
758,HR,Operations,53.93307519146615,74.28998707805745,Positive,12.74292663388514,0.627335412863661,3,Visual,Medium,1,14.721546300437506,0.2116016457245803,2.3783512734997334,1.4325751346933244,0,37.7447638843564
759,IT,Leadership,73.94571455943124,85.68012868257547,Positive,20.0,0.8385172806948064,3,Auditory,Easy,3,47.42458985643797,0.3964456363019279,4.23631822211233,4.672897867711559,1,15.868957644209544
760,Finance,Operations,60.10623878788556,66.28870567184757,Negative,5.680043921455987,0.5714463950802678,3,Visual,Easy,2,7.450825492450296,0.5077989454957015,4.5,4.5,0,10.285898782953105
761,Finance,General,68.30012989211956,71.99941885086886,Positive,5.24419579075072,0.6035295194833243,2,Visual,Hard,3,48.45483852116406,0.2438337138947979,1.0,2.975960197493367,0,5.416225363835112
762,IT,Operations,66.43531647786064,67.78273320109372,Positive,5.0,0.6587703084526235,3,Visual,Medium,3,28.23301327527935,0.4404373232933651,1.2744013208711067,1.8423684964729556,0,2.028163324369959
763,Finance,Operations,71.55106200521791,77.14377794167491,Positive,7.311827611746709,0.7418227901503424,3,Auditory,Medium,2,48.26403499204597,0.4296223573094251,3.1631253350226918,3.8289341877560377,0,7.816398219287289
764,HR,Operations,71.35996326205756,80.0,Negative,17.486368681116886,0.5617084626722801,3,Kinesthetic,Hard,3,52.616653331964365,0.6417058303209313,4.633964014192847,2.793273397442137,1,12.107681034270358
765,Marketing,Leadership,61.24289922625866,61.39056184921874,Negative,9.787816822338684,0.0,3,Visual,Hard,2,24.7796205382034,0.1135985259836552,2.969732877397679,1.521207375255278,0,0.24110978550272769
766,HR,Tech,72.94895373205367,80.0,Negative,19.946002461269103,0.4272768063905752,4,Visual,Medium,3,41.78058017486238,0.5761525266890722,3.9040816978095783,4.045175121965616,1,9.665726384295095
767,Operations,Sales,60.83197841696152,80.0,Positive,7.0,1.0,4,Visual,Medium,3,56.2872057715468,0.277113111828759,3.0880795602531306,5.0,1,31.509778379481318
768,IT,Leadership,73.94912562493896,79.0,Negative,10.413115175718383,0.5916330107029271,2,Auditory,Hard,1,40.39637651627447,0.6,1.0350087527494651,1.7185472060564488,0,6.830201618175267
769,Sales,Leadership,90.0,80.0,Positive,19.236620551136767,0.8039109559213876,4,Kinesthetic,Hard,4,50.74967490643646,0.4539964731841196,2.8833599523451348,3.90526012746446,1,-11.11111111111111
770,IT,General,78.21114053429872,63.40622414785629,Negative,5.62232103009882,0.3790880193175213,2,Auditory,Medium,3,28.798052970609493,0.0,2.205248284501488,2.4456620811374634,0,-18.92942141656901
771,Finance,Leadership,60.81147573158464,78.83752820653088,Negative,8.828958647938297,0.5073090325934189,3,Kinesthetic,Easy,3,33.0115850152372,0.2841354228651867,3.091500053444723,1.187879396198954,0,29.6425177289091
772,HR,Leadership,68.59468667894528,79.0,Negative,5.0,0.4581172355909801,3,Kinesthetic,Easy,3,24.32721016039017,0.1885121898992465,2.8757802526723766,3.546577684119804,0,15.169270135683217
773,Marketing,General,61.94407133575461,66.9604453044696,Negative,11.74818404889182,0.383837149586327,4,Auditory,Hard,2,35.52321467328688,0.5892952009075754,3.580916784728264,0.8977950727741526,0,8.098230969554471
774,Marketing,Leadership,70.73131528091048,92.01559022663932,Negative,8.167326033130085,0.4,3,Visual,Easy,3,30.05522045425741,0.5793181983732054,4.021370337133417,3.4253960589706867,1,30.091727915984627
775,Sales,Operations,51.6823154808057,88.53512945707442,Negative,18.007361919041408,0.4711531397528016,4,Kinesthetic,Easy,2,55.90693301318149,0.7404547367156522,3.264682778646785,3.833561895130268,1,71.30642973988944
776,Marketing,Sales,70.18390284026127,80.0,Positive,11.1997121866011,1.0,4,Kinesthetic,Hard,3,37.54827609026896,0.1,3.685688200106904,4.924074247495213,1,13.9862514942781
777,HR,Leadership,50.81449637539568,88.64258867012738,Positive,13.00322242441201,0.7008908330120905,3,Kinesthetic,Hard,4,64.67161105401514,0.6342449231840952,2.900615147474264,4.413380721455971,1,74.4435052849368
778,Marketing,Sales,90.0,81.18703175396438,Negative,13.870158662309231,0.537726363424237,4,Kinesthetic,Medium,3,43.119206689705024,0.496033193074065,3.0481258325531195,3.47290006112242,1,-9.792186940039581
779,Operations,General,56.62659307215327,67.56050932199683,Negative,11.417030114531046,0.1998034780268218,2,Visual,Easy,4,16.623960962296316,0.3441420295245581,4.5,3.63088719532466,0,19.30880114209172
780,Sales,Tech,54.04654002607829,85.08208492908818,Positive,14.167914435702556,0.6947556229615812,3,Visual,Medium,2,41.23911091142679,0.3387837022777844,3.977324345476946,2.952037409609551,1,57.423740517033586
781,Operations,Sales,43.32244586683524,64.77726768252033,Positive,5.007417815054835,0.6985682820130167,2,Auditory,Hard,3,38.225253892422806,0.3328882820318865,1.027128024173647,3.3170917783202327,0,49.52357002564684
782,Finance,General,80.0,67.97644785819173,Negative,10.578948668792345,0.337538744845189,1,Auditory,Medium,1,16.93342192043106,0.0,1.6835349590250424,2.1972178969484157,0,-15.029440177260334
783,HR,Tech,60.61557644983412,87.56998993827722,Positive,7.0,0.761869903358119,4,Auditory,Easy,3,27.66460824570289,0.2857547787381956,3.839174803232563,4.155605226729094,1,44.46780030336057
784,Sales,Leadership,86.27730441856815,80.0,Positive,14.609699377855236,0.7378553840422677,3,Visual,Hard,2,56.0270457005937,0.1821247420548003,2.226491463581227,3.164692553674694,1,-7.275730808781714
785,Marketing,General,70.91408228037488,64.36793375686791,Positive,8.200564844757888,0.6351346491628522,3,Auditory,Medium,1,24.85610508118664,0.1759551495172482,2.6871366179931973,2.0748691787568205,0,-9.231098130305474
786,Finance,Leadership,72.62829851363948,80.0,Positive,12.72173128169573,0.772814940871214,3,Kinesthetic,Easy,3,56.20797796648719,0.2899842126343946,4.398937666160194,4.396758540638013,1,10.14990249974826
787,HR,General,54.52484244079121,72.55862723319824,Negative,5.6596670542787,0.3399691376866752,2,Visual,Hard,3,40.17985410201208,0.1033268470419239,2.063113940481718,2.802934843173845,0,33.07443723838359
788,Operations,Operations,70.44560130624912,80.0,Positive,9.40346159299188,0.7493187744981844,3,Visual,Easy,5,69.82728203118019,0.3045908607975087,2.9932154956789003,2.5610819947431342,1,13.562803804051466
789,Marketing,Tech,68.35006254062502,76.45342526114806,Positive,11.1022772712618,0.6186169007535967,3,Visual,Easy,2,17.673475221045287,0.3376779365070004,1.0,0.3131237962321238,0,11.85567711179001
790,Sales,Leadership,73.97373908969222,70.59270361553936,Negative,6.312878209648703,0.4246248902559045,4,Visual,Medium,1,46.381499334821,0.0361124211716673,3.031616375379286,2.0479194194561368,0,-4.570588854584449
791,Operations,General,63.72725360919208,73.15428885756558,Positive,11.76071081087142,0.8638559488332942,2,Kinesthetic,Hard,4,53.22913067602296,0.2203801740263311,2.3052643925470178,0.7733758103932347,0,14.792784428126883
792,HR,Sales,69.62574889877986,87.53480968823928,Negative,9.454090932390848,0.4765999452994489,4,Auditory,Medium,5,71.0331951278767,0.4094586737725906,4.928663137358853,3.783836181129904,1,25.72189322587417
793,IT,Operations,64.63344316424488,81.88879501293695,Positive,16.694709403114786,0.6203407885641418,4,Auditory,Easy,3,43.80013834188792,0.2746300686370879,4.462741509050459,2.8273750729434246,1,26.69724991262373
794,Finance,Leadership,59.334391636236894,79.0,Negative,5.068502678162952,0.3740594813870481,1,Visual,Hard,3,34.2452443779171,0.5490156846716713,3.671159519965364,0.927205555503856,0,33.14369258949789
795,Finance,Leadership,76.2990399725937,87.11457542486804,Positive,13.200371943199071,0.8820369422622579,3,Kinesthetic,Hard,4,52.06594315379087,0.5297769348792778,3.331999699828649,3.1791449688929587,1,14.175192055049745
796,Finance,General,75.16567664492162,80.0,Positive,19.026389295379285,0.7244400688412557,3,Kinesthetic,Easy,3,15.0,0.1,2.7212497024863893,2.357847540421885,1,6.43155702291546
797,Marketing,Tech,59.29038918668777,84.97035944222546,Positive,7.0,0.6977595196101336,3,Visual,Hard,3,19.72962770039048,0.6643460456969981,3.623389836831225,3.531802155897372,1,43.31219714999528
798,Operations,General,73.68239339514278,57.978462901041965,Negative,16.34016729068748,0.0,2,Auditory,Hard,4,23.04969532818785,0.6,3.2563355053508944,2.9390649619069857,0,-21.31300270050136
799,HR,General,73.96910435280627,80.0,Positive,12.750491242131757,0.8228130007367376,3,Visual,Medium,4,54.69906824495202,0.5817361306088766,4.71043139487973,3.102488573296571,1,8.153263041321289
800,Marketing,Tech,79.65937771745202,85.63850739502719,Negative,10.758539308414878,0.4,4,Visual,Medium,3,49.73558744181139,0.1977498310291669,4.863375025272168,3.543535993210281,1,7.505870430952723
801,IT,Leadership,55.84572649891756,88.38326222796965,Positive,9.898122773021976,0.7440872969360569,4,Kinesthetic,Easy,2,35.634703024492,0.5181304198897605,2.970867993473552,3.940109272513184,1,58.26325086787574
802,Operations,General,80.0,73.08193981979572,Negative,16.655210675255884,0.2065589665710103,1,Auditory,Hard,2,43.44927783314448,0.0344200136041834,2.783396670255112,3.144000142736469,0,-8.647575225255348
803,IT,Operations,73.35312831144492,73.76369440407318,Negative,6.293663518425843,0.1026029947935338,1,Kinesthetic,Easy,3,40.55453144281079,0.121243970612623,2.0550384881517467,3.5307713945877497,0,0.5597117697353878
804,Sales,Sales,73.39285746903192,75.55520541867038,Negative,5.0,0.4530988312182681,4,Kinesthetic,Medium,2,18.871390119338983,0.2691273661307001,3.344328348622531,1.864291008565504,0,2.9462648331288377
805,Marketing,Sales,68.95481439788341,80.0,Positive,12.876407987287966,0.90754758124822,4,Auditory,Easy,3,28.92748055925192,0.2951047206349009,3.400285240350041,2.985130492379372,1,16.01800497697464
806,IT,Sales,65.45810890743168,80.0,Negative,12.125842646645852,0.4581522974606965,4,Visual,Medium,3,34.047372632718314,0.1997562803113772,2.5512263643924324,4.004368659564997,1,22.21556860607278
807,Operations,Operations,54.95542342529544,79.0,Negative,13.669776909438433,0.2656996764713829,3,Auditory,Medium,1,33.80766894851683,0.5797380375976422,3.239657064578945,3.513794552792077,0,43.752872921432306
808,IT,Operations,62.65628373990068,94.71709316753238,Positive,14.090752165958696,0.8718977261326347,4,Auditory,Hard,2,38.09907193370494,0.4390941460852707,5.5,4.22815395859512,1,51.169344100781366
809,IT,General,64.47760364653395,80.0,Positive,8.825739929548398,0.6985468442276757,2,Auditory,Medium,3,15.071629193230995,0.4075677549298151,2.296440312565254,3.896149007008305,1,24.074090033742234
810,HR,General,76.48981210033129,68.64079169701846,Negative,12.97932249334621,0.2159067715896304,2,Auditory,Hard,1,18.846180714113345,0.1554215025391588,2.850141385524059,3.824554643569831,0,-10.261523970038409
811,HR,General,55.02031595778433,75.77111211859236,Positive,9.260752005768683,0.9,3,Auditory,Hard,2,6.213251096383683,0.1176256763884508,2.3532384348652147,0.6609909663401863,0,37.71478916393279
812,Operations,Leadership,45.930135027044585,75.43498682436655,Positive,14.169098533837644,0.7532717136999306,4,Auditory,Hard,3,24.815946188038367,0.0,3.3779039711408325,1.1405261857243556,0,64.23854791619688
813,IT,Leadership,57.730779239691536,79.0,Negative,12.985244791967476,0.2715339447011563,2,Kinesthetic,Medium,2,32.99543578872928,0.0,3.0991663054459253,0.5274898823829464,0,36.842081538517114
814,Operations,Sales,53.19753017565369,80.0,Positive,7.0,0.6314024695307496,4,Auditory,Easy,2,68.03762797366409,0.3041573113516878,3.402041430790674,3.4075606502984765,1,50.382921417304246
815,Finance,Leadership,64.98895887715351,96.74651109995554,Positive,15.06956254528092,0.7749126403299849,3,Kinesthetic,Easy,3,57.00325153011921,0.352793410137787,3.3626864219031187,3.5458613694747814,1,48.8660732091928
816,Finance,Leadership,61.722500245935,79.0,Positive,10.292211913453515,0.9,3,Visual,Medium,2,5.0,0.2438600397954053,3.0034413159665494,2.8454648581451503,0,27.992222747332534
817,Operations,Operations,76.82070591237844,80.0,Positive,13.95562567100145,1.0,3,Kinesthetic,Medium,3,55.9987922282063,0.5736604558992149,3.752540572873687,3.749176517928853,1,4.138590045303481
818,IT,Operations,55.74697186752049,66.41430433069529,Negative,9.176403760354306,0.1550402165908772,3,Visual,Hard,3,18.105932285319312,0.5623707169844725,1.8772348208837215,1.676809520614616,0,19.135267990026623
819,Marketing,Sales,70.07606141274724,54.85701037270743,Negative,10.93993654035725,0.375954179653431,1,Kinesthetic,Hard,2,47.29753510766061,0.2378560548126086,4.5,1.9595217873466444,0,-21.717902994575798
820,Sales,Operations,76.85895879422914,83.91760676659783,Positive,12.801424350263272,0.8558688558789037,2,Kinesthetic,Hard,2,57.153749195791264,0.1,4.145170547933359,3.4277167594734,1,9.183897470256492
821,IT,General,50.0,80.0,Positive,13.698484665887474,0.612878901152483,4,Visual,Easy,3,42.33331417757977,0.339900727804389,4.546404514871216,2.759139982376436,1,60.0
822,Sales,Sales,52.34278646938762,89.39494402161925,Positive,14.911984432751606,0.6654993008740546,3,Auditory,Easy,3,44.03277854831128,0.5253135224468399,2.2816509892897665,2.0,1,70.78751448186921
823,HR,Sales,74.27381996704491,92.91588015905712,Positive,13.673069504011902,0.724581307541084,2,Kinesthetic,Medium,4,43.76190475436904,0.3819620136389312,3.3866193285869595,3.3091031988266084,1,25.099099790859874
824,IT,Sales,64.89615550640178,75.4813951668125,Positive,6.149839035513057,0.6810153406764751,2,Auditory,Hard,2,29.117219034869045,0.3853457846276334,3.332432078515257,4.5,0,16.31104273868199
825,HR,Leadership,72.36278863881043,80.23056800802588,Positive,9.765848399751372,0.7084193503327051,4,Kinesthetic,Easy,4,27.17773680509088,0.3667210597193356,3.2022765316105906,3.635171219511188,1,10.872686801066314
826,IT,General,54.32598286592994,86.45710470201492,Positive,12.755903890835574,0.8335474245508212,2,Kinesthetic,Medium,4,41.01597846950698,0.4663226345392155,2.890762408727061,4.654488107112341,1,59.145035471112905
827,IT,Leadership,59.68129264397489,80.0,Negative,11.575807898497269,0.591068285686416,3,Kinesthetic,Easy,3,43.86859179667889,0.481900486422765,4.650628928665815,3.067907276409794,1,34.04535400604527
828,Finance,Tech,70.11021259412162,80.0,Negative,14.582141682868768,0.4881406560507123,4,Visual,Easy,4,26.554132218953345,0.2342524882728032,4.07626134381509,2.605126636208733,1,14.106058218838701
829,IT,Operations,63.69215554574457,81.55719367611516,Positive,12.447620338139012,0.6086938380665139,3,Kinesthetic,Easy,2,41.28714023389617,0.3739536280265506,3.726453583467613,2.98588832097314,1,28.049039912834605
830,Sales,Sales,58.22207111904019,83.3334796996349,Negative,9.96841997114322,0.4793117259155443,4,Auditory,Hard,4,70.8613346105275,0.6407071893022904,2.919239362255295,4.49331151792332,1,43.13039384884165
831,Marketing,Operations,63.44899797239332,55.58395472932372,Negative,12.501890296067977,0.1176730398974643,3,Visual,Medium,3,21.336345200782134,0.595834999840422,3.5895871579446377,2.6057387994955974,0,-12.395850989627421
832,Operations,Leadership,76.91691239043676,81.96135764105173,Positive,10.25800712417134,0.7090888708687906,4,Visual,Medium,4,71.95169468021464,0.4624732445004574,4.995562546332087,3.174053428541318,1,6.558304401259554
833,Sales,General,69.10889599527233,80.0,Positive,15.080363744814804,0.7643637040569455,4,Kinesthetic,Medium,4,40.10647884495698,0.8,3.2202407355089733,3.639069986813377,1,15.759337271822016
834,IT,General,78.80549483168393,86.56408629617415,Positive,18.025952969245743,0.7157140854366348,2,Visual,Hard,3,25.497089960316927,0.2115345917542581,4.2839657382547935,3.0972555912937003,1,9.845241732269237
835,Finance,Operations,74.97428000037372,88.69191521062264,Positive,20.0,0.8996005823905655,3,Kinesthetic,Easy,3,56.747401960578,0.721539766957427,4.1705998314239965,4.758217173687695,1,18.29645474445441
836,Finance,Sales,77.77702755751001,94.2414616297956,Negative,19.595251118155826,0.4837150344768155,4,Auditory,Easy,3,65.77768633081962,0.5454743332594563,4.199008438015755,2.748953099592996,1,21.168762280239402
837,Marketing,Leadership,71.19006626939915,80.0,Positive,14.26688128075803,0.7376020929634985,3,Visual,Easy,4,80.0,0.1502726369445632,5.054933856716662,3.813996712197381,1,12.37522900633648
838,Sales,General,59.437903574888765,82.32997656111061,Positive,14.017085007474822,0.9112462305750468,3,Auditory,Medium,2,49.203929816053794,0.4154275072170573,2.878135824319872,2.850400065830255,1,38.514267175286534
839,IT,Leadership,40.0,79.0,Negative,13.834374338108558,0.1761713827359551,3,Visual,Hard,3,26.72997134737334,0.0942028175011504,2.724871938616227,1.492863414383188,0,97.5
840,Marketing,General,59.70691206829105,92.30215397996298,Negative,14.603884253343107,0.4,2,Auditory,Medium,2,51.761848163378254,0.5159780176074695,3.823897445604037,5.0,1,54.59207448945013
841,Operations,Sales,68.8419213417163,80.3335650826159,Positive,13.05226841319868,1.0,3,Kinesthetic,Easy,3,60.42423181957527,0.4954257397123993,4.47977978569287,3.289904571861131,1,16.69279926668169
842,HR,Leadership,74.38377542028826,83.57491664867653,Positive,15.310076592686803,0.695096464074216,4,Auditory,Easy,3,32.47436306106597,0.2794955776070928,4.438397832577361,3.448622324608968,1,12.356379030851642
843,IT,Sales,72.67756706707951,57.43693562558842,Positive,15.005519751883975,0.9,4,Auditory,Medium,4,15.854893984635504,0.2292257173404058,4.5,2.6187939627945327,0,-20.97020037479293
844,IT,Sales,52.606584986131104,94.61513106907393,Negative,9.786052699486191,0.580915580100193,3,Kinesthetic,Hard,2,79.16968497981384,0.1833956221368645,3.841434803668542,2.8752568305282376,1,79.85415912098782
845,IT,Leadership,80.0,65.8606972795197,Positive,11.3265662220795,0.7554484282702547,1,Auditory,Easy,2,37.14168307739995,0.3240474425767479,3.0541838450039878,2.038261723213346,0,-17.674128400600377
846,Sales,General,65.62347573049388,80.0,Negative,10.341975946495396,0.4884079031216004,3,Auditory,Hard,2,70.11682832723389,0.1,5.230516439515823,3.4002509673037715,1,21.907593448034397
847,Finance,Tech,88.13900233640003,84.7663746738705,Positive,13.016730299555874,0.6570618884933278,5,Auditory,Easy,3,23.17439644687056,0.1,4.842893345812492,2.0,1,-3.82648722260007
848,Operations,Sales,89.95276308855088,87.15557819757281,Positive,17.374251394136948,0.8434412626301254,3,Auditory,Easy,3,60.45726389042113,0.3623289927664922,4.540059475467878,2.8943320183436247,1,-3.1096153080083613
849,HR,Operations,72.29157656894988,80.0,Positive,19.07612458123746,0.8445695876759146,5,Visual,Hard,3,56.57410884157729,0.733682620279609,4.129744562999033,2.705573916294922,1,10.662962127680286
850,Sales,Tech,76.12462075172397,83.00391885938633,Positive,10.862016308964396,0.6165768379363078,3,Auditory,Easy,3,36.1029106424392,0.7588127302279156,4.274162530336763,2.157759280428013,1,9.036889825827569
851,Finance,Sales,67.17734607828629,80.0,Positive,16.87402052542319,0.784858894841626,2,Visual,Hard,3,63.95516607320061,0.670418219921552,2.7671454370904103,2.356066685478461,1,19.087764953933437
852,Marketing,Sales,51.93614915605185,81.2729987398506,Positive,10.855957553766912,0.7123826879523664,3,Kinesthetic,Medium,2,28.415283453045845,0.7215968069687518,4.359989229266118,3.288640437973467,1,56.486378101793264
853,Finance,Sales,86.92143199859463,80.0,Positive,7.0,0.9727736213395104,3,Kinesthetic,Medium,5,30.904318331444628,0.3705021172190236,2.326626302136483,3.946408027341144,1,-7.962860067361219
854,Finance,General,82.67194429217957,86.31348028415819,Positive,16.00442527289927,0.9334112014299522,4,Kinesthetic,Medium,3,56.466684684904806,0.3263854038107102,2.0,3.073720747866158,1,4.404802648778502
855,Operations,Operations,54.30518104792857,77.28238178530799,Negative,18.0,0.0375407146999172,3,Auditory,Medium,3,43.28525343748948,0.382707680252412,3.3491442218530367,1.8827034716421849,0,42.311249670819144
856,HR,Operations,58.73392321329545,85.04594145472232,Negative,17.259634536080412,0.597440017882722,3,Kinesthetic,Medium,3,53.452032438798014,0.4437735172742509,2.8286280485003754,3.5443159625708494,1,44.798673069860065
857,Marketing,Sales,70.61774381841346,86.0981363885102,Positive,14.614186591686993,0.781843608548568,2,Kinesthetic,Hard,3,26.242353538441137,0.4250029800407179,5.5,3.272262503299942,1,21.921392178576305
858,IT,Operations,76.27596600655707,80.0,Negative,14.552849371915745,0.4662592022869932,3,Auditory,Medium,3,50.08097616781792,0.1,2.448021891493613,4.121127968751546,1,4.882316394554469
859,Finance,General,77.1158647319373,88.29100569162506,Negative,15.905380658622173,0.589383484416462,2,Visual,Medium,3,46.35247195603198,0.2125564278280844,3.79646129975362,2.9751129799872267,1,14.491364388551837
860,Operations,Operations,81.04665627364939,100.0,Positive,14.521373127416902,0.6383145699069501,4,Visual,Medium,4,58.74615752630254,0.1746094761971374,3.894619429321753,3.061591628402188,1,23.385719532161488
861,Sales,Leadership,51.331872656726496,57.53042267454176,Negative,13.276198031371322,0.1401773508065572,1,Auditory,Hard,3,14.709370893994496,0.5348746515292611,2.872416450297878,1.6650776949002604,0,12.075441040826728
862,Finance,General,59.75005793447649,98.425255299613,Positive,17.124073749056958,1.0,2,Visual,Easy,3,41.78586127128701,0.4643096798231293,3.97871485509846,3.4796023119851776,1,64.72830102951326
863,Sales,Leadership,67.66717320697546,87.70777468420285,Positive,12.046653115938229,0.890538265128767,3,Kinesthetic,Easy,3,29.278538518477134,0.2660663695431269,3.464133685506161,2.8164787051081763,1,29.616430726208463
864,Operations,General,69.67607241053192,62.223048866239154,Negative,12.435316992563392,0.3366127802890042,2,Auditory,Easy,1,29.306635712120624,0.149291636727935,1.991718064813188,1.2133745329014645,0,-10.69667575459692
865,HR,General,64.0627667005934,81.27575381226552,Positive,13.25342508759827,0.6462508909529325,4,Auditory,Easy,2,37.06211237148019,0.6242417588329029,4.603111620617601,4.709504701079219,1,26.868941193438467
866,HR,Leadership,64.36751301972701,80.0,Positive,12.793033890614804,0.7434609730611592,3,Auditory,Hard,3,33.93674232784306,0.4383451561434073,3.096322583378723,4.204757510334749,1,24.286299480736538
867,Finance,General,80.0,63.57426724095544,Positive,7.377207240093922,0.8138951537738884,2,Auditory,Easy,3,18.27508686202054,0.0854495625114887,3.761935615029436,1.6890795155257214,0,-20.532165948805698
868,IT,Leadership,65.48737678603347,82.78520959795463,Positive,11.138916756047823,1.0,2,Visual,Medium,4,74.15405983107493,0.1,4.603121504590174,2.846031143712225,1,26.41399558335995
869,Operations,Operations,54.703804094670936,50.0,Positive,6.933844492666252,0.6656366190142076,3,Kinesthetic,Hard,4,11.916787083913231,0.2757408228147847,3.066689705691982,2.070007658113374,0,-8.598678231829156
870,HR,General,74.23910976609785,95.1957662382159,Negative,16.060610859270348,0.5125337847816245,2,Auditory,Medium,3,43.69838981606687,0.3840820450514273,5.285444999330043,4.248297571299832,1,28.228593443732457
871,IT,General,64.52417399248952,91.18624255233492,Negative,13.85803767696282,0.4844803950180996,3,Kinesthetic,Hard,3,56.80817306411505,0.7705707710385379,5.33042842019495,2.8774792255280963,1,41.32105366114226
872,Marketing,Tech,86.22899918539876,80.0,Positive,11.691902027962866,0.6596387576678437,4,Auditory,Easy,3,40.042235633424994,0.2317127671423096,4.378571485316024,4.805489952313331,1,-7.223786944350301
873,Finance,General,67.09778468389146,86.81082548573902,Positive,10.217211372833283,0.7166061113148511,5,Auditory,Medium,4,15.417709195668015,0.1650391373730132,2.6990444303164383,3.2647346027806976,1,29.379570271535616
874,Marketing,Tech,51.79648729788105,65.8006938440547,Negative,16.138165696789212,0.4826357994947782,3,Visual,Hard,2,19.383835841939423,0.2774369794649877,2.691181879785091,2.851171321852828,0,27.03698122545572
875,Operations,Tech,74.9829161672166,57.2241716726922,Negative,6.456582732832438,0.2342880527025378,2,Kinesthetic,Easy,1,14.41642682944178,0.3731840522947132,2.6325246742401256,2.81318372738891,0,-23.68372077570481
876,Operations,General,70.41384341659248,80.0,Negative,9.860973132066151,0.5372811815386105,4,Kinesthetic,Medium,2,52.0470740416284,0.4702709212603593,4.480554713037936,4.059768549191165,1,13.614022638549242
877,Marketing,Tech,76.85576150760579,100.0,Positive,13.314984567711994,0.6716044192149485,2,Visual,Hard,4,63.95274967667418,0.5183730951488509,2.7710117002964694,2.7918570570097065,1,30.11386269343491
878,Sales,Sales,42.37493748487503,50.51948308742941,Negative,17.223304584093057,0.1597530183533662,3,Visual,Medium,2,22.90807541764293,0.2277553299275391,3.1917754276190733,3.3296429033662585,0,19.220194968928087
879,Operations,Operations,61.512193663673614,82.97931434426617,Positive,13.862600890302652,1.0,3,Kinesthetic,Easy,3,51.02753284349448,0.5849850940615613,4.120164891980971,4.31262956224349,1,34.89896783386883
880,IT,Operations,79.1311096047012,80.0,Positive,17.917687667545657,0.6227279226985863,3,Kinesthetic,Medium,4,38.471938766759216,0.1949300152428687,3.8452410083011968,3.845513781907126,1,1.0980389377064728
881,Marketing,Tech,60.24413800581247,79.0,Positive,10.868186554538374,0.6440922603334657,2,Auditory,Hard,2,31.245237774253106,0.0855535873749566,2.8034206557447305,0.3971299683485374,0,31.133090479903508
882,Finance,Operations,62.11431180702726,63.478911249091226,Positive,6.794252339377254,0.7043905190858131,2,Visual,Medium,2,31.54542373364416,0.0238438019331785,1.6068803882457745,2.3496571365619574,0,2.1969163021614277
883,Sales,Sales,68.16156423068458,67.83183926778729,Positive,18.0,0.8209063974996449,3,Kinesthetic,Hard,2,26.676721418037765,0.1261633945985483,4.168418706783119,2.8701392217268897,0,-0.4837403111544998
884,Finance,Operations,68.63942182831549,71.43867869236918,Positive,8.721831727826896,0.9,2,Visual,Easy,2,24.98054575540366,0.3548841004358837,2.746093750386003,2.300955554677365,0,4.078205773724808
885,Finance,Operations,48.97972427669709,79.0,Negative,11.77547085818406,0.1852595596851874,4,Kinesthetic,Medium,2,24.80304038397197,0.5617720035621094,3.481435406968878,1.659778580518366,0,61.291230537991304
886,HR,Leadership,66.51534214599623,59.90437942721287,Negative,11.848973017300588,0.4866365686551963,3,Auditory,Easy,2,16.336791555780547,0.352505830313528,1.9628662142662685,2.30439354794924,0,-9.939004304108954
887,IT,Operations,72.54390386894309,80.0,Positive,12.196684031764502,0.7241183926259048,2,Visual,Easy,4,53.1153152589462,0.2492813765243349,3.3706377879993346,3.6797873675151527,1,10.27804644278174
888,IT,Leadership,63.34611554332256,60.75025645287583,Positive,7.052116161834796,0.7099623513631601,2,Auditory,Easy,1,6.46936056367705,0.5278846349404424,4.048275434910473,1.4896806356182588,0,-4.097897824013243
889,Finance,Operations,69.17450877927405,71.37351687953294,Negative,6.023976635161397,0.5344964024289189,2,Auditory,Hard,1,47.98767853749327,0.4037701113831108,3.488865163508393,2.803809850729412,0,3.1789283929367875
890,IT,Operations,58.1547161433656,64.25864304810933,Negative,16.19599642224148,0.4358698337032983,2,Kinesthetic,Medium,2,16.73259942817721,0.2955247656288817,1.8706400564988588,1.1957778957764895,0,10.49601358159167
891,Operations,Operations,68.59564210015022,96.26008556218449,Positive,9.072339747798512,0.8438791277149551,3,Auditory,Easy,3,15.0,0.399400624660076,2.7241525454014197,2.0,1,40.3297390549154
